text,word_count,source,topic
"Many ligand transport proteins bind particular small biomolecules and transport them to other locations in the body of a multicellular organism. These proteins must have a high binding affinity when their ligand is present in high concentrations, and release the ligand when it is present at low concentrations in the target tissues. The canonical example of a ligand-binding protein is haemoglobin, which transports oxygen from the lungs to other organs and tissues in all vertebrates and has close homologs in every biological kingdom.: 222–29 Lectins are sugar-binding proteins which are highly specific for their sugar moieties. Lectins typically play a role in biological recognition phenomena involving cells and proteins. Receptors and hormones are highly specific binding proteins.",117,https://en.wikipedia.org/wiki/Protein,Protein
"The study of proteins in vivo is often concerned with the synthesis and localization of the protein within the cell. Although many intracellular proteins are synthesized in the cytoplasm and membrane-bound or secreted proteins in the endoplasmic reticulum, the specifics of how proteins are targeted to specific organelles or cellular structures is often unclear. A useful technique for assessing cellular localization uses genetic engineering to express in a cell a fusion protein or chimera consisting of the natural protein of interest linked to a ""reporter"" such as green fluorescent protein (GFP). The fused protein's position within the cell can then be cleanly and efficiently visualized using microscopy.",107,https://en.wikipedia.org/wiki/Protein,Protein
"Many more gene sequences are known than protein structures. Further, the set of solved structures is biased toward proteins that can be easily subjected to the conditions required in X-ray crystallography, one of the major structure determination methods. In particular, globular proteins are comparatively easy to crystallize in preparation for X-ray crystallography. Membrane proteins and large protein complexes, by contrast, are difficult to crystallize and are underrepresented in the PDB. Structural genomics initiatives have attempted to remedy these deficiencies by systematically solving representative structures of major fold classes. Protein structure prediction methods attempt to provide a means of generating a plausible structure for proteins whose structures have not been experimentally determined.",111,https://en.wikipedia.org/wiki/Protein,Protein
"In the absence of catalysts, proteins are slow to hydrolyze. The breakdown of proteins to small peptides and amino acids (proteolysis) is a step in digestion; these breakdown products are then absorbed in the small intestine. The hydrolysis of proteins relies on enzymes called proteases or peptidases. Proteases, which are themselves proteins, come in several types according to the particular peptide bonds that they cleave as well as their tendency to cleave peptide bonds at the terminus of a protein (exopeptidases) vs peptide bonds at the interior of the protein (endopeptidases). Pepsin is an endopeptidase in the stomach. Subsequent to the stomach, the pancreas secretes other proteases to complete the hydrolysis, these include trypsin and chymotrypsin.",116,https://en.wikipedia.org/wiki/Protein,Protein
"The mechanical properties of proteins are highly diverse and are often central to their biological function, as in the case of proteins like keratin and collagen. For instance, the ability of muscle tissue to continually expand and contract is directly tied to the elastic properties of their underlying protein makeup. Beyond fibrous proteins, the conformational dynamics of enzymes and the structure of biological membranes, among other biological functions, are governed by the mechanical properties of the proteins. Outside of their biological context, the unique mechanical properties of many proteins, along with their relative sustainability when compared to synthetic polymers, have made them desirable targets for next-generation materials design.",108,https://en.wikipedia.org/wiki/Protein,Protein
This system enabled wireless transmission of ECG from the moving ICU van or the patients home to the central station in ICU of the department of Medicine. Transmission using wireless was done using frequency modulation which eliminated noise. Transmission was also done through telephone lines. The ECG output was connected to the telephone input using a modulator which converted ECG into high frequency sound. At the other end a demodulator reconverted the sound into ECG with a good gain accuracy. The ECG was converted to sound waves with a frequency varying from 500 Hz to 2500 Hz with 1500 Hz at baseline.,102,https://en.wikipedia.org/wiki/Telemedicine,Telemedicine
"A pathologist, Ronald S. Weinstein, M.D., coined the term ""telepathology"" in 1986. In an editorial in a medical journal, Weinstein outlined the actions that would be needed to create remote pathology diagnostic services. He, and his collaborators, published the first scientific paper on robotic telepathology. Weinstein was also granted the first U.S. patents for robotic telepathology systems and telepathology diagnostic networks. Weinstein is known to many as the ""father of telepathology"". In Norway, Eide and Nordrum implemented the first sustainable clinical telepathology service in 1989. This is still in operation, decades later. A number of clinical telepathology services have benefited many thousands of patients in North America, Europe, and Asia.",110,https://en.wikipedia.org/wiki/Telemedicine,Telemedicine
"Telehealth is a modern form of health care delivery. Telehealth breaks away from traditional health care delivery by using modern telecommunication systems including wireless communication methods. Traditional health is legislated through policy to ensure the safety of medical practitioners and patients. Consequently, since telehealth is a new form of health care delivery that is now gathering momentum in the health sector, many organizations have started to legislate the use of telehealth into policy. In New Zealand, the Medical Council has a statement about telehealth on their website. This illustrates that the medical council has foreseen the importance that telehealth will have on the health system and have started to introduce telehealth legislation to practitioners along with government.",117,https://en.wikipedia.org/wiki/Telemedicine,Telemedicine
"In a 2015 article reviewing research on the use of a mobile health application in the United Kingdom, authors describe how a home-based application helped patients manage and monitor their health and symptoms independently. The mobile health application allows people to rapidly self-report their symptoms – 95% of patients were able to report their daily symptoms in less than 100 seconds, which is less than the 5 minutes (plus commuting) taken to measure vital signs by nurses in hospitals. Online applications allow patients to remain at home to keep track of the progression of their chronic illnesses. The downside of using mHealth applications is that not everyone, especially in developing countries, has daily access to internet or electronic devices.",119,https://en.wikipedia.org/wiki/Telemedicine,Telemedicine
"More specific and widely reaching laws, legislations and regulations will have to evolve with the technology. They will have to be fully agreed upon, for example, will all clinicians need full licensing in every community they provide telehealth services too, or could there be a limited use telehealth licence? Would the limited use licence cover all potential telehealth interventions, or only some? Who would be responsible if an emergency was occurring and the practitioner could not provide immediate help – would someone else have to be in the room with the patient at all consult times? Which state, city or country would the law apply in when a breach or malpractice occurred?",112,https://en.wikipedia.org/wiki/Telemedicine,Telemedicine
"For developing countries, telemedicine and eHealth can be the only means of healthcare provision in remote areas. For example, the difficult financial situation in many African states and lack of trained health professionals has meant that the majority of the people in sub-Saharan Africa are badly disadvantaged in medical care, and in remote areas with low population density, direct healthcare provision is often very poor However, provision of telemedicine and eHealth from urban centers or from other countries is hampered by the lack of communications infrastructure, with no landline phone or broadband internet connection, little or no mobile connectivity, and often not even a reliable electricity supply.",107,https://en.wikipedia.org/wiki/Telemedicine,Telemedicine
"Telehealth projects underway before and during the 1980s would take off but fail to enter mainstream healthcare. As a result, this period of telehealth history is called the ""maturation"" stage and made way for sustainable growth. Although state funding in North America was beginning to run low, different hospitals began to launch their own telehealth initiatives. NASA provided an ATS-3 satellite to enable medical care communications of American Red Cross and Pan American Health Organization response teams, following the 1985 Mexico City earthquake. The agency then launched its SateLife/HealthNet programme to increase health service connectivity in developing countries. In 1997, NASA sponsored Yale's Medical Informatics and Technology Applications Consortium project.",110,https://en.wikipedia.org/wiki/Telemedicine,Telemedicine
"Astronomy is one of the oldest natural sciences. Early civilizations dating before 3000 BCE, such as the Sumerians, ancient Egyptians, and the Indus Valley Civilisation, had a predictive knowledge and a basic awareness of the motions of the Sun, Moon, and stars. The stars and planets, believed to represent gods, were often worshipped. While the explanations for the observed positions of the stars were often unscientific and lacking in evidence, these early observations laid the foundation for later astronomy, as the stars were found to traverse great circles across the sky, which could not explain the positions of the planets.",100,https://en.wikipedia.org/wiki/Physics,Physics
"During the classical period in Greece (6th, 5th and 4th centuries BCE) and in Hellenistic times, natural philosophy developed along many lines of inquiry. Aristotle (Greek: Ἀριστοτέλης, Aristotélēs) (384–322 BCE), a student of Plato, wrote on many subjects, including a substantial treatise on ""Physics"" – in the 4th century BC. Aristotelian physics was influential for about two millennia. His approach mixed some limited observation with logical deductive arguments, but did not rely on experimental verification of deduced statements. Aristotle's foundational work in Physics, though very imperfect, formed a framework against which later thinkers further developed the field. His approach is entirely superseded today.",103,https://en.wikipedia.org/wiki/Physics,Physics
"In particle physics, the first pieces of experimental evidence for physics beyond the Standard Model have begun to appear. Foremost among these are indications that neutrinos have non-zero mass. These experimental results appear to have solved the long-standing solar neutrino problem, and the physics of massive neutrinos remains an area of active theoretical and experimental research. The Large Hadron Collider has already found the Higgs boson, but future research aims to prove or disprove the supersymmetry, which extends the Standard Model of particle physics. Research on the nature of the major mysteries of dark matter and dark energy is also currently ongoing.",102,https://en.wikipedia.org/wiki/Physics,Physics
"During the Renaissance, two more areas appeared. Mathematical notation led to algebra which, roughly speaking, consists of the study and the manipulation of formulas. Calculus, consisting of the two subfields differential calculus and integral calculus, is the study of continuous functions, which model the typically nonlinear relationships between varying quantities, as represented by variables. This division into four main areas—arithmetic, geometry, algebra, and calculus—endured until the end of the 19th century. Areas such as celestial mechanics and solid mechanics were then studied by mathematicians, but now are considered as belonging to physics. The subject of combinatorics has been studied for much of recorded history, yet did not become a separate branch of mathematics until the seventeenth century.",117,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"At the end of the 19th century, the foundational crisis in mathematics and the resulting systematization of the axiomatic method led to an explosion of new areas of mathematics. The 2020 Mathematics Subject Classification contains no less than sixty-three first-level areas. Some of these areas correspond to the older division, as is true regarding number theory (the modern name for higher arithmetic) and geometry. Several other first-level areas have ""geometry"" in their names or are otherwise commonly considered part of geometry. Algebra and calculus do not appear as first-level areas but are respectively split into several first-level areas. Other first-level areas emerged during the 20th century or had not previously been considered as mathematics, such as mathematical logic and foundations.",120,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"Number theory began with the manipulation of numbers, that is, natural numbers ( N ) , {\displaystyle (\mathbb {N} ),} and later expanded to integers ( Z ) {\displaystyle (\mathbb {Z} )} and rational numbers ( Q ) . {\displaystyle (\mathbb {Q} ).} Number theory was once called arithmetic, but nowadays this term is mostly used for numerical calculations. Number theory dates back to ancient Babylon and probably China. Two prominent early number theorists were Euclid of ancient Greece and Diophantus of Alexandria. The modern study of number theory in its abstract form is largely attributed to Pierre de Fermat and Leonhard Euler. The field came to full fruition with the contributions of Adrien-Marie Legendre and Carl Friedrich Gauss.",119,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"A fundamental innovation was the ancient Greeks' introduction of the concept of proofs, which require that every assertion must be proved. For example, it is not sufficient to verify by measurement that, say, two lengths are equal; their equality must be proven via reasoning from previously accepted results (theorems) and a few basic statements. The basic statements are not subject to proof because they are self-evident (postulates), or are part of the definition of the subject of study (axioms). This principle, foundational for all mathematics, was first elaborated for geometry, and was systematized by Euclid around 300 BC in his book Elements.",102,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"This became the foundational crisis of mathematics. It was eventually solved in mainstream mathematics by systematizing the axiomatic method inside a formalized set theory. Roughly speaking, each mathematical object is defined by the set of all similar objects and the properties that these objects must have. For example, in Peano arithmetic, the natural numbers are defined by ""zero is a number"", ""each number has a unique successor"", ""each number but zero has a unique predecessor"", and some rules of reasoning. This mathematical abstraction from reality is embodied in the modern philosophy of formalism, as founded by David Hilbert around 1910.",100,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"Statistical theory studies decision problems such as minimizing the risk (expected loss) of a statistical action, such as using a procedure in, for example, parameter estimation, hypothesis testing, and selecting the best. In these traditional areas of mathematical statistics, a statistical-decision problem is formulated by minimizing an objective function, like expected loss or cost, under specific constraints. For example, designing a survey often involves minimizing the cost of estimating a population mean with a given level of confidence. Because of its use of optimization, the mathematical theory of statistics overlaps with other decision sciences, such as operations research, control theory, and mathematical economics.",103,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"During the early modern period, mathematics began to develop at an accelerating pace in Western Europe, with innovations that revolutionized mathematics, such as the introduction of variables and symbolic notation by François Viète (1540–1603), the introduction of logarithms by John Napier in 1614, which greatly simplified numerical calculations, especially for astronomy and marine navigation, the introduction of coordinates by René Descartes (1596–1650) for reducing geometry to algebra, and the development of calculus by Isaac Newton (1643–1727) and Gottfried Leibniz (1646–1716). Leonhard Euler (1707–1783), the most notable mathematician of the 18th century, unified these innovations into a single corpus with a standardized terminology, and completed them with the discovery and the proof of numerous theorems.",114,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"Mathematics has since been greatly extended, and there has been a fruitful interaction between mathematics and science, to the benefit of both. Mathematical discoveries continue to be made to this very day. According to Mikhail B. Sevryuk, in the January 2006 issue of the Bulletin of the American Mathematical Society, ""The number of papers and books included in the Mathematical Reviews (MR) database since 1940 (the first year of operation of MR) is now more than 1.9 million, and more than 75 thousand items are added to the database each year. The overwhelming majority of works in this ocean contain new mathematical theorems and their proofs.""",106,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"An example of the first case is the theory of distributions, introduced by Laurent Schwartz for validating computations done in quantum mechanics, which became immediately an important tool of (pure) mathematical analysis. An example of the second case is the decidability of the first-order theory of the real numbers, a problem of pure mathematics that was proved true by Alfred Tarski, with an algorithm that is impossible to implement because of a computational complexity that is much too high. For getting an algorithm that can be implemented and can solve systems of polynomial equations and inequalities, George Collins introduced the cylindrical algebraic decomposition that became a fundamental tool in real algebraic geometry.",112,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"Mathematical reasoning requires rigor. This means that the definitions must be absolutely unambiguous and the proofs must be reducible to a succession of applications of inference rules,[e] without any use of empirical evidence and intuition.[f] Rigorous reasoning is not specific to mathematics, but, in mathematics, the standard of rigor is much higher than elsewhere. Despite mathematics' concision, rigorous proofs can require hundreds of pages to express, such as the 255-page Feit–Thompson theorem.[g] The emergence of computer-assisted proofs has allowed proof lengths to further expand.[h] The result of this trend is a philosophy of the quasi-empiricist proof that can not be considered infallible, but has a probability attached to it.",109,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"Archaeological evidence shows that instruction in mathematics occurred as early as the second millennium BCE in ancient Babylonia. Comparable evidence has been unearthed for scribal mathematics training in the ancient Near East and then for the Greco-Roman world starting around 300 BCE. The oldest known mathematics textbook is the Rhind papyrus, dated from c. 1650 BCE in Egypt. Due to a scarcity of books, mathematical teachings in ancient India were communicated using memorized oral tradition since the Vedic period (c. 1500 – c. 500 BCE). In Imperial China during the Tang dynasty (618–907 CE), a mathematics curriculum was adopted for the civil service exam to join the state bureaucracy.",109,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"Following the Dark Ages, mathematics education in Europe was provided by religious schools as part of the Quadrivium. Formal instruction in pedagogy began with Jesuit schools in the 16th and 17th century. Most mathematical curricula remained at a basic and practical level until the nineteenth century, when it began to flourish in France and Germany. The oldest journal addressing instruction in mathematics was L'Enseignement Mathématique, which began publication in 1899. The Western advancements in science and technology led to the establishment of centralized education systems in many nation-states, with mathematics as a core component—initially for its military applications. While the content of courses varies, in the present day nearly all countries teach mathematics to students for significant amounts of time.",120,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"During school, mathematical capabilities and positive expectations have a strong association with career interest in the field. Extrinsic factors such as feedback motivation by teachers, parents, and peer groups can influence the level of interest in mathematics. Some students studying math may develop an apprehension or fear about their performance in the subject. This is known as math anxiety or math phobia, and is considered the most prominent of the disorders impacting academic performance. Math anxiety can develop due to various factors such as parental and teacher attitudes, social stereotypes, and personal traits. Help to counteract the anxiety can come from changes in instructional approaches, by interactions with parents and teachers, and by tailored treatments for the individual.",118,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"The validity of a mathematical theorem relies only on the rigor of its proof, which could theoretically be done automatically by a computer program. This does not mean that there is no place for creativity in a mathematical work. On the contrary, many important mathematical results (theorems) are solutions of problems that other mathematicians failed to solve, and the invention of a way for solving them may be a fundamental way of the solving process. An extreme example is Apery's theorem: Roger Apery provided only the ideas for a proof, and the formal proof was given only several months later by three other mathematicians.",104,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"Humans, as well as some other animals, find symmetric patterns to be more beautiful. Mathematically, the symmetries of an object form a group known as the symmetry group. For example, the group underlying mirror symmetry is the cyclic group of two elements, Z / 2 Z {\displaystyle \mathbb {Z} /2\mathbb {Z} } . A Rorschach test is a figure invariant by this symmetry, as are butterfly and animal bodies more generally (at least on the surface). Waves on the sea surface possess translation symmetry: moving one's viewpoint by the distance between wave crests does not change one's view of the sea. Fractals possess self-similarity.",104,https://en.wikipedia.org/wiki/Mathematics,Mathematics
"Rather than introducing an inactivated or attenuated microorganism to an immune system (which would constitute a ""whole-agent"" vaccine), a subunit vaccine uses a fragment of it to create an immune response. One example is the subunit vaccine against hepatitis B, which is composed of only the surface proteins of the virus (previously extracted from the blood serum of chronically infected patients but now produced by recombination of the viral genes into yeast). Other examples include the Gardasil virus-like particle human papillomavirus (HPV) vaccine, the hemagglutinin and neuraminidase subunits of the influenza virus, and edible algae vaccines. A subunit vaccine is being used for plague immunization.",105,https://en.wikipedia.org/wiki/Vaccine,Vaccine
"Upon developing countries adopting WHO guidelines for vaccine development and licensure, each country has its own responsibility to issue a national licensure, and to manage, deploy, and monitor the vaccine throughout its use in each nation. Building trust and acceptance of a licensed vaccine among the public is a task of communication by governments and healthcare personnel to ensure a vaccination campaign proceeds smoothly, saves lives, and enables economic recovery. When a vaccine is licensed, it will initially be in limited supply due to variable manufacturing, distribution, and logistical factors, requiring an allocation plan for the limited supply and which population segments should be prioritized to first receive the vaccine.",110,https://en.wikipedia.org/wiki/Vaccine,Vaccine
"An oral polio vaccine turned out to be effective when vaccinations were administered by volunteer staff without formal training; the results also demonstrated increased ease and efficiency of administering the vaccines. Effective oral vaccines have many advantages; for example, there is no risk of blood contamination. Vaccines intended for oral administration need not be liquid, and as solids, they commonly are more stable and less prone to damage or spoilage by freezing in transport and storage. Such stability reduces the need for a ""cold chain"": the resources required to keep vaccines within a restricted temperature range from the manufacturing stage to the point of administration, which, in turn, may decrease costs of vaccines.",113,https://en.wikipedia.org/wiki/Vaccine,Vaccine
"Cases of veterinary vaccines used in humans have been documented, whether intentional or accidental, with some cases of resultant illness, most notably with brucellosis. However, the reporting of such cases is rare and very little has been studied about the safety and results of such practices. With the advent of aerosol vaccination in veterinary clinics, human exposure to pathogens not naturally carried in humans, such as Bordetella bronchiseptica, has likely increased in recent years. In some cases, most notably rabies, the parallel veterinary vaccine against a pathogen may be as much as orders of magnitude more economical than the human one.",101,https://en.wikipedia.org/wiki/Vaccine,Vaccine
"The first DIVA vaccines (formerly termed marker vaccines and since 1999 coined as DIVA vaccines) and companion diagnostic tests were developed by J. T. van Oirschot and colleagues at the Central Veterinary Institute in Lelystad, The Netherlands. They found that some existing vaccines against pseudorabies (also termed Aujeszky's disease) had deletions in their viral genome (among which was the gE gene). Monoclonal antibodies were produced against that deletion and selected to develop an ELISA that demonstrated antibodies against gE. In addition, novel genetically engineered gE-negative vaccines were constructed. Along the same lines, DIVA vaccines and companion diagnostic tests against bovine herpesvirus 1 infections have been developed.",106,https://en.wikipedia.org/wiki/Vaccine,Vaccine
"Following on from Jenner's work, the second generation of vaccines was introduced in the 1880s by Louis Pasteur who developed vaccines for chicken cholera and anthrax, and from the late nineteenth century vaccines were considered a matter of national prestige. National vaccination policies were adopted and compulsory vaccination laws were passed. In 1931 Alice Miles Woodruff and Ernest Goodpasture documented that the fowlpox virus could be grown in embryonated chicken egg. Soon scientists began cultivating other viruses in eggs. Eggs were used for virus propagation in the development of a yellow fever vaccine in 1935 and an influenza vaccine in 1945. In 1959 growth media and cell culture replaced eggs as the standard method of virus propagation for vaccines.",119,https://en.wikipedia.org/wiki/Vaccine,Vaccine
"RNA vaccines and DNA vaccines are examples of third generation vaccines. In 2016 a DNA vaccine for the Zika virus began testing at the National Institutes of Health. Separately, Inovio Pharmaceuticals and GeneOne Life Science began tests of a different DNA vaccine against Zika in Miami. Manufacturing the vaccines in volume was unsolved as of 2016. Clinical trials for DNA vaccines to prevent HIV are underway. mRNA vaccines such as BNT162b2 were developed in the year 2020 with the help of Operation Warp Speed and massively deployed to combat the COVID-19 pandemic. In 2021, Katalin Karikó and Drew Weissman received Columbia University's Horwitz Prize for their pioneering research in mRNA vaccine technology.",112,https://en.wikipedia.org/wiki/Vaccine,Vaccine
"The chemical reactions of metabolism are organized into metabolic pathways, in which one chemical is transformed through a series of steps into another chemical, each step being facilitated by a specific enzyme. Enzymes are crucial to metabolism because they allow organisms to drive desirable reactions that require energy and will not occur by themselves, by coupling them to spontaneous reactions that release energy. Enzymes act as catalysts—they allow a reaction to proceed more rapidly—and they also allow the regulation of the rate of a metabolic reaction, for example in response to changes in the cell's environment or to signals from other cells.",102,https://en.wikipedia.org/wiki/Metabolism,Metabolism
"Proteins are made of amino acids arranged in a linear chain joined by peptide bonds. Many proteins are enzymes that catalyze the chemical reactions in metabolism. Other proteins have structural or mechanical functions, such as those that form the cytoskeleton, a system of scaffolding that maintains the cell shape. Proteins are also important in cell signaling, immune responses, cell adhesion, active transport across membranes, and the cell cycle. Amino acids also contribute to cellular energy metabolism by providing a carbon source for entry into the citric acid cycle (tricarboxylic acid cycle), especially when a primary source of energy, such as glucose, is scarce, or when cells undergo metabolic stress.",109,https://en.wikipedia.org/wiki/Metabolism,Metabolism
"Metabolism involves a vast array of chemical reactions, but most fall under a few basic types of reactions that involve the transfer of functional groups of atoms and their bonds within molecules. This common chemistry allows cells to use a small set of metabolic intermediates to carry chemical groups between different reactions. These group-transfer intermediates are called coenzymes. Each class of group-transfer reactions is carried out by a particular coenzyme, which is the substrate for a set of enzymes that produce it, and a set of enzymes that consume it. These coenzymes are therefore continuously made, consumed and then recycled.",100,https://en.wikipedia.org/wiki/Metabolism,Metabolism
"The abundant inorganic elements act as electrolytes. The most important ions are sodium, potassium, calcium, magnesium, chloride, phosphate and the organic ion bicarbonate. The maintenance of precise ion gradients across cell membranes maintains osmotic pressure and pH. Ions are also critical for nerve and muscle function, as action potentials in these tissues are produced by the exchange of electrolytes between the extracellular fluid and the cell's fluid, the cytosol. Electrolytes enter and leave cells through proteins in the cell membrane called ion channels. For example, muscle contraction depends upon the movement of calcium, sodium and potassium through ion channels in the cell membrane and T-tubules.",105,https://en.wikipedia.org/wiki/Metabolism,Metabolism
"In carbohydrate anabolism, simple organic acids can be converted into monosaccharides such as glucose and then used to assemble polysaccharides such as starch. The generation of glucose from compounds like pyruvate, lactate, glycerol, glycerate 3-phosphate and amino acids is called gluconeogenesis. Gluconeogenesis converts pyruvate to glucose-6-phosphate through a series of intermediates, many of which are shared with glycolysis. However, this pathway is not simply glycolysis run in reverse, as several steps are catalyzed by non-glycolytic enzymes. This is important as it allows the formation and breakdown of glucose to be regulated separately, and prevents both pathways from running simultaneously in a futile cycle.",103,https://en.wikipedia.org/wiki/Metabolism,Metabolism
"Fatty acids are made by fatty acid synthases that polymerize and then reduce acetyl-CoA units. The acyl chains in the fatty acids are extended by a cycle of reactions that add the acyl group, reduce it to an alcohol, dehydrate it to an alkene group and then reduce it again to an alkane group. The enzymes of fatty acid biosynthesis are divided into two groups: in animals and fungi, all these fatty acid synthase reactions are carried out by a single multifunctional type I protein, while in plant plastids and bacteria separate type II enzymes perform each step in the pathway.",101,https://en.wikipedia.org/wiki/Metabolism,Metabolism
"Organisms vary in their ability to synthesize the 20 common amino acids. Most bacteria and plants can synthesize all twenty, but mammals can only synthesize eleven nonessential amino acids, so nine essential amino acids must be obtained from food. Some simple parasites, such as the bacteria Mycoplasma pneumoniae, lack all amino acid synthesis and take their amino acids directly from their hosts. All amino acids are synthesized from intermediates in glycolysis, the citric acid cycle, or the pentose phosphate pathway. Nitrogen is provided by glutamate and glutamine. Nonessensial amino acid synthesis depends on the formation of the appropriate alpha-keto acid, which is then transaminated to form an amino acid.",109,https://en.wikipedia.org/wiki/Metabolism,Metabolism
"Living organisms must obey the laws of thermodynamics, which describe the transfer of heat and work. The second law of thermodynamics states that in any isolated system, the amount of entropy (disorder) cannot decrease. Although living organisms' amazing complexity appears to contradict this law, life is possible as all organisms are open systems that exchange matter and energy with their surroundings. Living systems are not in equilibrium, but instead are dissipative systems that maintain their state of high complexity by causing a larger increase in the entropy of their environments. The metabolism of a cell achieves this by coupling the spontaneous processes of catabolism to the non-spontaneous processes of anabolism. In thermodynamic terms, metabolism maintains order by creating disorder.",119,https://en.wikipedia.org/wiki/Metabolism,Metabolism
"The microbial composition of the gut microbiota varies across regions of the digestive tract. The colon contains the highest microbial density of any human-associated microbial community studied so far, representing between 300 and 1000 different species. Bacteria are the largest and to date, best studied component and 99% of gut bacteria come from about 30 or 40 species. About 55% of the dry mass of feces is bacteria. Over 99% of the bacteria in the gut are anaerobes, but in the cecum, aerobic bacteria reach high densities. It is estimated that the human gut microbiota have around a hundred times as many genes as there are in the human genome.",110,https://en.wikipedia.org/wiki/Gut_microbiome,Gut_microbiome
"The relationship between some gut microbiota and humans is not merely commensal (a non-harmful coexistence), but rather a mutualistic relationship.: 700 Some human gut microorganisms benefit the host by fermenting dietary fiber into short-chain fatty acids (SCFAs), such as acetic acid and butyric acid, which are then absorbed by the host. Intestinal bacteria also play a role in synthesizing certain B vitamins and vitamin K as well as metabolizing bile acids, sterols, and xenobiotics. The systemic importance of the SCFAs and other compounds they produce are like hormones and the gut flora itself appears to function like an endocrine organ. Dysregulation of the gut flora has been correlated with a host of inflammatory and autoimmune conditions.",116,https://en.wikipedia.org/wiki/Gut_microbiome,Gut_microbiome
"Due to the prevalence of fungi in the natural environment, determining which genera and species are permanent members of the gut mycobiome is difficult. Research is underway as to whether Penicillium is a permanent or transient member of the gut flora, obtained from dietary sources such as cheese, though several species in the genus are known to survive at temperatures around 37°C, about the same as the core body temperature. Saccharomyces cerevisiae, brewer's yeast, is known to reach the intestines after being ingested and can be responsible for the condition auto-brewery syndrome in cases where it is overabundant, while Candida albicans is likely a permanent member, and is believed to be acquired at birth through vertical transmission.[medical citation needed]",119,https://en.wikipedia.org/wiki/Gut_microbiome,Gut_microbiome
"Researchers with the American Gut Project and Human Microbiome Project found that twelve microbe families varied in abundance based on the race or ethnicity of the individual. The strength of these associations is limited by the small sample size: the American Gut Project collected data from 1,375 individuals, 90% of whom were white. The Healthy Life in an Urban Setting (HELIUS) study in Amsterdam found that those of Dutch ancestry had the highest level of gut microbiota diversity, while those of South Asian and Surinamese descent had the lowest diversity. The study results suggested that individuals of the same race or ethnicity have more similar microbiomes than individuals of different racial backgrounds.",112,https://en.wikipedia.org/wiki/Gut_microbiome,Gut_microbiome
"When the study of gut flora began in 1995, it was thought to have three key roles: direct defense against pathogens, fortification of host defense by its role in developing and maintaining the intestinal epithelium and inducing antibody production there, and metabolizing otherwise indigestible compounds in food. Subsequent work discovered its role in training the developing immune system, and yet further work focused on its role in the gut–brain axis. The gut microbiota not only influences intestinal health but also plays a role in systemic immune regulation, including interactions with the pulmonary immune environment through what is known as the 'gut–lung axis'.",102,https://en.wikipedia.org/wiki/Gut_microbiome,Gut_microbiome
"Without gut flora, the human body would be unable to utilize some of the undigested carbohydrates it consumes, because some types of gut flora have enzymes that human cells lack for breaking down certain polysaccharides. Rodents raised in a sterile environment and lacking in gut flora need to eat 30% more calories just to remain the same weight as their normal counterparts. Carbohydrates that humans cannot digest without bacterial help include certain starches, fiber, oligosaccharides, and sugars that the body failed to digest and absorb like lactose in the case of lactose intolerance and sugar alcohols, mucus produced by the gut, and proteins.",103,https://en.wikipedia.org/wiki/Gut_microbiome,Gut_microbiome
"A large number of studies have demonstrated the metabolism of over 50 drugs by the gut microbiota. For example, lovastatin (a cholesterol-lowering agent) which is a lactone prodrug is partially activated by the human gut microbiota forming active acid hydroxylated metabolites. Conversely, digoxin (a drug used to treat Congestive Heart Failure) is inactivated by a member of the gut microbiota (i.e. Eggerthella lanta). Eggerthella lanta has a cytochrome-encoding operon up-regulated by digoxin and associated with digoxin-inactivation. Gut microbiota can also modulate the efficacy and toxicity of chemotherapeutic agents such as irinotecan. This effect is derived from the microbiome-encoded β-glucuronidase enzymes which recover the active form of the irinotecan causing gastrointestinal toxicity.",111,https://en.wikipedia.org/wiki/Gut_microbiome,Gut_microbiome
"Helicobacter pylori infection can initiate formation of stomach ulcers when the bacteria penetrate the stomach epithelial lining, then causing an inflammatory phagocytotic response. In turn, the inflammation damages parietal cells which release excessive hydrochloric acid into the stomach and produce less of the protective mucus. Injury to the stomach lining, leading to ulcers, develops when gastric acid overwhelms the defensive properties of cells and inhibits endogenous prostaglandin synthesis, reduces mucus and bicarbonate secretion, reduces mucosal blood flow, and lowers resistance to injury. Reduced protective properties of the stomach lining increase vulnerability to further injury and ulcer formation by stomach acid, pepsin, and bile salts.",104,https://en.wikipedia.org/wiki/Gut_microbiome,Gut_microbiome
