"abstract","word_count"
"In this paper we investigate some entanglement properties for the Hydrogen molecule considered as a two interacting spin 12 qubit model. The entanglement related to the H_2 molecule is evaluated both using the von Neumann entropy and the Concurrence and it is compared with the corresponding quantities for the two interacting spin system. Many aspects of these functions are examinated employing in part analytical and, essentially, numerical techniques. We have compared analogous results obtained by Huang and Kais a few years ago. In this respect, some possible controversial situations are presented and discussed.","101"
"Useful information about scientific collaboration structures and patterns can be inferred from computer databases of published papers. The genetic programming bibliography is the most complete reference of papers on GP. In addition to locating publications, it contains coauthor and coeditor relationships from which a more complete picture of the field emerges. We treat these relationships as undirected small world graphs whose study reveals the community structure of the GP collaborative social network. Automatic analysis discovers new communities and highlights new facets of them. The investigation reveals many similarities between GP and coauthorship networks in other scientific fields but also some subtle differences such as a smaller central network component and a high clustering.","120"
"Let A,Theta be a principally polarised abelian variety, and let Y be a subvariety. Pareschi and Popa conjectured that Y has minimal cohomology class if and only if the structure sheaf of Y satisfies a property that they call M-regularity. Let now X be a smooth cubic threefold. By a classical result due to Clemens and Griffiths, its intermediate Jacobian JX is a principally polarised abelian variety; furthermore the Fano surface of lines on X can be embedded in JX and has minimal cohomology class. In this short note we show that its structure sheaf is M-regular.","107"
"We study a loop of Josephson junctions that is quenched through its critical temperature. For three or more junctions, symmetry breaking states can be achieved without thermal activation, in spite of the fact that the relaxation time is practically constant when the critical temperature is approached from above. The probability for these states decreases with quenching time, but the dependence is not allometric. For large number of junctions, cooling does not have to be fast. For this case, we evaluate the standard deviation of the induced flux. Our results are consistent with the available experimental data.","107"
"Thermally stable polymers have attracted a lot of interest due to their potential use as the active component in electronic, optical and optoelectronic applications, such as light-emitting diodes, light emitting electrochemical cells, photodiodes, photovoltaic cells, field effect transistors, optocouplers and optically pumped lasers in solution and solid state.We report results of investigations into the use of thermal treatment of polyp-phenylene vinylene PPV films grown on a variety of substrates quartz and glass. Film thickness, morphology and structural properties were investigated by a range of techniques in particular: atomic force microscope - AFM, DEKTAK method, Ellipsometry and UV-VIS spectroscopy.","111"
"The thermodynamics of nucleic acid processes is heavily affected by the electric double-layer of micro-ions around the polyions. We focus here on the Coulombic contribution to the salt-polyelectrolyte preferential interaction Donnan coefficient and we report extremely accurate analytical expressions valid in the range of low salt concentration when polyion radius is smaller than the Debye length. The analysis is performed at Poisson-Boltzmann level, in cylindrical geometry, with emphasis on highly charged poly-ions beyond counter-ion condensation''. The results hold for any electrolyte of the form z_-:z_. We also obtain a remarkably accurate expression for the electric potential in the vicinity of the poly-ion.","112"
"The carrier spin coherence in a p-doped GaAsAl,GaAs quantum well with a diluted hole gas has been studied by picosecond pump-probe Kerr rotation with an in-plane magnetic field. For resonant optical excitation of the positively charged exciton the spin precession shows two types of oscillations. Fast oscillating electron spin beats decay with the radiative lifetime of the charged exciton of 50 ps. Long lived spin coherence of the holes with dephasing times up to 650 ps. The spin dephasing time as well as the in-plane hole g factor show strong temperature dependence, underlining the importance of hole localization at cryogenic temperatures.","109"
"We present the results of a muon-spin relaxation study of the high-Tc analogue material Cs2AgF4. We find unambiguous evidence for magnetic order, intrinsic to the material, below T_C13.953 K. The ratio of inter- to intraplane coupling is estimated to be J'J1.9 x 10-2, while fits of the temperature dependence of the order parameter reveal a critical exponent beta0.2923, implying an intermediate character between pure two- and three- dimensional magnetism in the critical regime. Above T_C we observe a signal characteristic of dipolar interactions due to linear F-mu-F bonds, allowing the muon stopping sites in this compound to be characterized.","107"
"This is a reply report to astro-ph0604264. We studied heavy element production in high baryon density region in early universe astro-ph0507439. However it is claimed in astro-ph0604264 that small scale but high baryon density region contradicts observations for the light element abundance or in order not to contradict to observations high density region must be so small that it cannot affect the present heavy element abundance. In this paper we study big bang nucleosynthesis in high baryon density region and show that in certain parameter spaces it is possible to produce enough amount of heavy element without contradiction to CMB and light element observations.","109"
"We have measured the polarizations of jpsi and psiprime mesons as functions of their transverse momentum pt when they are produced promptly in the rapidity range y0.6 with pt geq 5 pgev. The analysis is performed using a data sample with an integrated luminosity of about 800 ipb collected by the CDF II detector. For both vector mesons, we find that the polarizations become increasingly longitudinal as pt increases from 5 to 30 pgev. These results are compared to the predictions of nonrelativistic quantum chromodynamics and other contemporary models. The effective polarizations of jpsi and psiprime mesons from B-hadron decays are also reported.","109"
"We address the issue of quantifying the non-Gaussian character of a bosonic quantum state and introduce a non-Gaussianity measure based on the Hilbert-Schmidt distance between the state under examination and a reference Gaussian state. We analyze in details the properties of the proposed measure and exploit it to evaluate the non-Gaussianity of some relevant single- and multi-mode quantum states. The evolution of non-Gaussianity is also analyzed for quantum states undergoing the processes of Gaussification by loss and de-Gaussification by photon-subtraction. The suggested measure is easily computable for any state of a bosonic system and allows to define a corresponding measure for the non-Gaussian character of a quantum operation.","112"
"We propose and analyze a new method to produce single and entangled photons which does not require cavities. It relies on the collective enhancement of light emission as a consequence of the presence of entanglement in atomic ensembles. Light emission is triggered by a laser pulse, and therefore our scheme is deterministic. Furthermore, it allows one to produce a variety of photonic entangled states by first preparing certain atomic states using simple sequences of quantum gates. We analyze the feasibility of our scheme, and particularize it to: ions in linear traps, atoms in optical lattices, and in cells at room temperature.","112"
"Under some positivity assumptions, extension properties of rationally connected fibrations from a submanifold to its ambient variety are studied. Given a family of rational curves on a complex projective manifold X inducing a covering family on a submanifold Y with ample normal bundle in X, the main results relate, under suitable conditions, the associated rational connected fiber structures on X and on Y. Applications of these results include an extension theorem for Mori contractions of fiber type and a classification theorem in the case Y has a structure of projective bundle or quadric fibration.","101"
"A complete set of polarization transfer observables has been measured for the 12rm Cp,n reaction at T_p296 rm MeV and theta_rm lab0circ. The total spin transfer Sigma0circ and the observable f_1 deduced from the measured polarization transfer observables indicate that the spin--dipole resonance at E_x simeq 7 rm MeV has greater 2- strength than 1- strength, which is consistent with recent experimental and theoretical studies. The results also indicate a predominance of the spin-flip and unnatural-parity transition strength in the continuum. The exchange tensor interaction at a large momentum transfer of Q simeq 3.6 rm fm-1 is discussed.","107"
"We summarize a theoretical framework based on global time-reparametrization invariance that explains the origin of dynamic fluctuations in glassy systems. We introduce the main ideas without getting into much technical details. We describe a number of consequences arising from this scenario that can be tested numerically and experimentally distinguishing those that can also be explained by other mechanisms from the ones that we believe, are special to our proposal. We support our claims by presenting some numerical checks performed on the 3d Edwards-Anderson spin-glass. Finally, we discuss up to which extent these ideas apply to super-cooled liquids that have been studied in much more detail up to present.","115"
"The recently updated data of the twin kilohertz quasi-periodic oscillations kHz QPOs in the neutron star low-mass X-ray binaries are analyzed. The power-law fitting nu_1anu_21000b and linear fitting nu_2Anu_1B are applied, individually, to the data points of four Z sources GX 172, GX 3400, GX 5-1 and Sco X-1 and four Atoll sources 4U 061409, 4U 1608-52, 4U 1636-53 and 4U 1728-34. The chi2-tests show that the power-law correlation and linear correlation both can fit data well. Moreover, the comparisons between the data and the theoretical models for kHz QPOs are discussed.","103"
"We present electronic structure calculations for aluminium nanocontacts. Addressing the neck of the contact, we compare characteristic geometries to investigate the effects of the local aluminium coordination on the electronic states. We find that the Al 3pz states are very sensitive against modifications of the orbital overlap, which has serious consequences for the transport properties. Stretching of the contact shifts states towards the Fermi energy, leaving the system instable against ferromagnetic ordering. By spacial restriction, hybridization is locally suppressed at nanocontacts and the charge neutrality is violated. We discuss the influence of mechanical stress by means of quantitative results for the charge transfer.","113"
"Dimensional dependence of thermal conductance at low temperatures in nanowires is studied using the nonequilibrium Green's function NEGF method. Our calculation shows a smooth dimensional crossover of thermal conductance in nanowire from one-dimensional to three-dimensional behavior with the increase of diameters. The results are consistent with the experimental findings that the temperature dependence of thermal conductance at low temperature for diameters from tens to hundreds nanometers will be close to Debye law. The calculation also suggests that universal thermal conductance is only observable in nanowires with small diameters. We also find that the interfacial thermal conductance across Si and Ge nanowire is much lower than the corresponding value in bulk materials.","117"
"We present the expansion of the two-pion exchange three-nucleon potential TPE-3NP to chiral order q4, which corresponds to a subset of all possibilities at this order and is based on the piN amplitude at Oq3. Results encompass both numerical corrections to strength coefficients of previous Oq3 terms and new structures in the profile functions. The former are typically smaller than 10 whereas the latter arise from either loop functions or non-local gradients acting on the wave function. The influence of the new TPE-3NP over static and scattering three-body observables has been assessed and found to be small, as expected from perturbative corrections.","108"
"The measurement of the flavor composition of the neutrino fluxes from astrophysical sources has been proposed as a method to study not only the nature of their emission mechanisms, but also the neutrino fundamental properties. It is however problematic to reconcile these two goals, since a sufficiently accurate understanding of the neutrino fluxes at the source is needed to extract information about the physics of neutrino propagation. In this work we discuss critically the expectations for the flavor composition and energy spectrum from different types of astrophysical sources, and comment on the theoretical uncertainties connected to our limited knowledge of their structure.","108"
"The ghost and gluon propagator and the ghost-gluon and three-gluon vertex of two-dimensional SU2 Yang-Mills theory in minimal Landau gauge are studied using lattice gauge theory. It is found that the results are qualitatively similar to the ones in three and four dimensions. The propagators and the Faddeev-Popov operator behave as expected from the Gribov-Zwanziger scenario. In addition, finite volume effects affecting these Green's functions are investigated systematically. The critical infrared exponents of the propagators, as proposed in calculations using stochastic quantization and Dyson-Schwinger equations, are confirmed quantitatively. For this purpose lattices of volume up to 42.7 fm2 have been used.","111"
"Employing the nonequilibrium Green's function method, we develop a fully quantum mechanical model to study the coupled electron-phonon transport in one-dimensional atomic junctions in the presence of a weak electron-phonon interaction. This model enables us to study the electronic and phononic transport on an equal footing. We derive the electrical and energy currents of the coupled electron-phonon system and the energy exchange between them. As an application, we study the heat dissipation in current carrying atomic junctions within the self-consistent Born approximation, which guarantees energy current conservation. We find that the inclusion of phonon transport is important in determining the heat dissipation and temperature change of the atomic junctions.","118"
"When light is passing through a rotating medium the optical polarisation is rotated. Recently it has been reasoned that this rotation applies also to the transmitted image Padgett et al. 2006. We examine these two phenomena by extending an analysis of Player 1976 to general electromagnetic fields. We find that in this more general case the wave equation inside the rotating medium has to be amended by a term which is connected to the orbital angular momentum of the light. We show that optical spin and orbital angular momentum account respectively for the rotation of the polarisation and the rotation of the transmitted image.","110"
"We show that it can be considered some of Bach pitches series as a stochastic process with scaling behavior. Using multifractal deterend fluctuation analysis MF-DFA method, frequency series of Bach pitches have been analyzed. In this view we find same second moment exponents after double profiling in ranges 1.7-1.8 in his works. Comparing MF-DFA results of original series to those for shuffled and surrogate series we can distinguish multifractality due to long-range correlations and a broad probability density function. Finally we determine the scaling exponents and singularity spectrum. We conclude fat tail has more effect in its multifractality nature than long-range correlations.","109"
"We subject the phenomenologically successful large volume scenario of hep-th0502058 to a first consistency check in string theory. In particular, we consider whether the expansion of the string effective action is consistent in the presence of D-branes and O-planes. Due to the no-scale structure at tree-level, the scenario is surprisingly robust. We compute the modification of soft supersymmetry breaking terms, and find only subleading corrections. We also comment that for large-volume limits of toroidal orientifolds and fibered Calabi-Yau manifolds the corrections can be more important, and we discuss further checks that need to be performed.","104"
"We apply results of Malliavin-Thalmaier-Watanabe for strong and weak Taylor expansions of solutions of perturbed stochastic differential equations SDEs. In particular, we work out weight expressions for the Taylor coefficients of the expansion. The results are applied to LIBOR market models in order to deal with the typical stochastic drift and with stochastic volatility. In contrast to other accurate methods like numerical schemes for the full SDE, we obtain easily tractable expressions for accurate pricing. In particular, we present an easily tractable alternative to freezing the drift'' in LIBOR market models, which has an accuracy similar to the full numerical scheme. Numerical examples underline the results.","117"
"We present an original statistical method to measure the visibility of interferences in an electronic Mach-Zehnder interferometer in the presence of low frequency fluctuations. The visibility presents a single side lobe structure shown to result from a gaussian phase averaging whose variance is quadratic with the bias. To reinforce our approach and validate our statistical method, the same experiment is also realized with a stable sample. It exhibits the same visibility behavior as the fluctuating one, indicating the intrinsic character of finite bias phase averaging. In both samples, the dilution of the impinging current reduces the variance of the gaussian distribution.","109"
"The entanglement quantified by negativity of pure bipartite superposed states is studied. We show that if the entanglement is quantified by the concurrence two pure states of high fidelity to one another still have nearly the same entanglement. Furthermore this conclusion can be guaranteed by our obtained inequality, and the concurrence is shown to be a continuous function even in infinite dimensions. The bounds on the negativity of superposed states in terms of those of the states being superposed are obtained. These bounds can find useful applications in estimating the amount of the entanglement of a given pure state.","105"
"Extensions of statistical mechanics are routinely being used to infer free energies from the work performed over single-molecule nonequilibrium trajectories. A key element of this approach is the ubiquitous expression dWdtpartial Hx,t partial t which connects the microscopic work W performed by a time-dependent force on the coordinate x with the corresponding Hamiltonian Hx,t at time t. Here we show that this connection, as pivotal as it is, cannot be used to estimate free energy changes. We discuss the implications of this result for single-molecule experiments and atomistic molecular simulations and point out possible avenues to overcome these limitations.","109"
"The critical adsorption point CAP of self-avoiding walks SAW interacting with a planar surface with surface disorder or sequence disorder has been studied. We present theoretical equations, based on ones previously developed by Soteros and Whittington J. Phys. A.: Math. Gen. 2004, 37, R279-R325, that describe the dependence of CAP on the disorders along with Monte Carlo simulation data that are in agreement with the equations. We also show simulation results that deviate from the equations when the approximations used in the theory break down. Such knowledge is the first step toward understanding the correlation of surface disorder and sequence disorder during polymer adsorption.","115"
"We consider a dilute gas of neutral unpolarized fermionic atoms at zero temperature.The atoms interact via a short range tunable attractive interaction. We demonstrate analytically a curious property of the gas at unitarity. Namely, the correlation energy of the gas, evaluated by second order perturbation theory, has the same density dependence as the first order exchange energy, and the two almost exactly cancel each other at Feshbach resonance irrespective of the shape of the potential, provided mu r_s  1. Here mu-1 is the range of the two-body potential, and r_s is defined through the number density n34pi r_s3. The implications of this result for universality is discussed.","118"
"Let n geq 2 be an integer. An emphn-potent is an element e of a ring R such that en  e. In this paper, we study n-potents in matrices over R and use them to construct an abelian group K_0nR. If A is a complex algebra, there is a group isomorphism K_0nA cong biglK_0Abigrn-1 for all n geq 2. However, for algebras over cyclotomic fields, this is not true in general. We consider K_0n as a covariant functor, and show that it is also functorial for a generalization of homomorphism called an emphn-homomorphism.","103"
"We consider interacting electrons in a quantum wire in the case of a shallow confining potential and low electron density. In a certain range of densities, the electrons form a two-row zigzag Wigner crystal whose spin properties are determined by nearest and next-nearest neighbor exchange as well as by three- and four-particle ring exchange processes. The phase diagram of the resulting zigzag spin chain has regions of complete spin polarization and partial spin polarization in addition to a number of unpolarized phases, including antiferromagnetism and dimer order as well as a novel phase generated by the four-particle ring exchange.","104"
"Evaporation residue and fission cross sections of radioactive 132Sn on 64Ni were measured near the Coulomb barrier. A large sub-barrier fusion enhancement was observed. Coupled-channel calculations including inelastic excitation of the projectile and target, and neutron transfer are in good agreement with the measured fusion excitation function. When the change in nuclear size and shift in barrier height are accounted for, there is no extra fusion enhancement in 132Sn64Ni with respect to stable Sn64Ni. A systematic comparison of evaporation residue cross sections for the fusion of even 112-124Sn and 132Sn with 64Ni is presented.","101"
"We give a detailed microscopic derivation of gauge and stringy instanton generated superpotentials for gauge theories living on D3-branes at Z_3-orientifold singularities. Gauge instantons are generated by D-1-branes and lead to Affleck, Dine and Seiberg ADS like superpotentials in the effective N1 gauge theories with three generations of bifundamental and antisymmetric matter. Stringy instanton effects are generated by Euclidean ED3-branes wrapping four-cycles on T6Z_3. They give rise to Majorana masses in one case and non-renormalizable superpotentials for the other cases. Finally we determine the conditions under which ADS like superpotentials are generated in N1 gauge theories with adjoints, fundamentals, symmetric and antisymmetric chiral matter.","112"
"This paper develops a contention-based opportunistic feedback technique towards relay selection in a dense wireless network. This technique enables the forwarding of additional parity information from the selected relay to the destination. For a given network, the effects of varying key parameters such as the feedback probability are presented and discussed. A primary advantage of the proposed technique is that relay selection can be performed in a distributed way. Simulation results find its performance to closely match that of centralized schemes that utilize GPS information, unlike the proposed method. The proposed relay selection method is also found to achieve throughput gains over a point-to-point transmission strategy.","114"
"In a ring of s-wave superconducting material the magnetic flux is quantized in units of Phi_0  frach2e. It is well known from the theory of Josephson junctions that if the ring is interrupted with a piece of d-wave material, then the flux is quantized in one-half of those units due to a additional phase shift of pi. We reinterpret this phenomenon in terms of geometric phase. We consider an idealized hetero-junction superconductor with pure s-wave and pure d-wave electron pairs. We find, for this idealized configuration, that the phase shift of pi follows from the discontinuity in the geometric phase and is thus a fundamental consequence of quantum mechanics.","117"
"The COsmic Foreground Explorer COFE is a balloon-borne microwave polarime- ter designed to measure the low-frequency and low-l characteristics of dominant diffuse polarized foregrounds. Short duration balloon flights from the Northern and Southern Hemispheres will allow the telescope to cover up to 80 of the sky with an expected sensitivity per pixel better than 100 mu K  deg2 from 10 GHz to 20 GHz. This is an important effort toward characterizing the polarized foregrounds for future CMB experiments, in particular the ones that aim to detect primordial gravity wave signatures in the CMB polarization angular power spectrum.","101"
"Particle in cell PIC simulations of collisionless magnetic reconnection are presented that demonstrate that the electron dissipation region develops a distinct two-scale structure along the outflow direction. The length of the electron current layer is found to decrease with decreasing electron mass, approaching the ion inertial length for a proton-electron plasma. A surprise, however, is that the electrons form a high-velocity outflow jet that remains decoupled from the magnetic field and extends large distances downstream from the x-line. The rate of reconnection remains fast in very large systems, independent of boundary conditions and the mass of electrons.","105"
"Mechanisms of whispering-gallery WG modes coupling in microdisk photonic molecules PMs with slight and significant size mismatch are numerically investigated. The results reveal two different scenarios of modes interaction depending on the degree of this mismatch and offer new insight into how PM parameters can be tuned to control and modify WG-modes wavelengths and Q-factors. From a practical point of view, these findings offer a way to fabricate PM microlaser structures that exhibit low thresholds and directional emission, and at the same time are more tolerant to fabrication errors than previously explored coupled-cavity structures composed of identical microresonators.","103"
"Within the framework of the kinetic energy driven superconductivity, the electronic structure of bilayer cuprate superconductors in the superconducting state is studied. It is shown that the electron spectrum of bilayer cuprate superconductors is split into the bonding and antibonding components by the bilayer splitting, then the observed peak-dip-hump structure around the pi,0 point is mainly caused by this bilayer splitting, with the superconducting peak being related to the antibonding component, and the hump being formed by the bonding component. The spectral weight increases with increasing the doping concentration. In analogy to the normal state case, both electron antibonding peak and bonding hump have the weak dispersions around the pi,0 point.","120"
"The effective potential analysis indicates that, in a 3D two-flavor Gross-Neveu model in vacuum, depending on less or bigger than the critical value 23 of G_SH_P, where G_S and H_P are respectively the coupling constants of scalar quark-antiquark channel and pseudoscalar diquark channel, the system will have the ground state with pure diquark condensates or with pure quark-antiquark condensates, but no the one with coexistence of the two forms of condensates. The similarities and differences in the interplay between the quark-antiquark and the diquark condensates in vacuum in the 2D, 3D and 4D two-flavor four-fermion interaction models are summarized.","107"
"We assess the practicality of random network coding by illuminating the issue of overhead and considering it in conjunction with increasingly long packets sent over the erasure channel. We show that the transmission of increasingly long packets, consisting of either of an increasing number of symbols per packet or an increasing symbol alphabet size, results in a data rate approaching zero over the erasure channel. This result is due to an erasure probability that increases with packet length. Numerical results for a particular modulation scheme demonstrate a data rate of approximately zero for a large, but finite-length packet. Our results suggest a reduction in the performance gains offered by random network coding.","120"
"The left-right twin HiggsLRTH model predicts the existence of the charged Higgs phipm. In this paper, we study the production of the charged Higgs boson phi- with single top quark via the process bgto tphi- at the CERN Large Hadron ColliderLHC. The numerical results show that the production cross section can reach the level of 10 pb in the reasonable parameter space of the LRTH model. We expect that, as long as it is not too heavy, the possible signatures of the heavy charged Higgs boson phi- might be detected via the decay mode phi-to bartb at the LHC experiments.","107"
"On the basis of the Fermi liquid theory, the Kadowaki-Woods ratio Agamma2 is evaluated by using a first principle band calculation for typical itinerant d and f electron systems. It is found as observed that the ratio for the d electron systems is significantly smaller than the normal f systems, even without considering their relatively weak correlation. The difference in the ratio value comes from different characters of the Fermi surfaces. By comparing Pd and USn_3 as typical cases, we discuss the importance of the Fermi surface dependence of the quasiparticle transport relaxation.","100"
"A local growth algorithm for a decagonal quasicrystal is presented. We show that a perfect Penrose tiling PPT layer can be grown on a decapod tiling layer by a three dimensional 3D local rule growth. Once a PPT layer begins to form on the upper layer, successive 2D PPT layers can be added on top resulting in a perfect decagonal quasicrystalline structure in bulk with a point defect only on the bottom surface layer. Our growth rule shows that an ideal quasicrystal structure can be constructed by a local growth algorithm in 3D, contrary to the necessity of non-local information for a 2D PPT growth.","111"
"The intercombination line of Strontium at 689nm is successfully used in laser cooling to reach the photon recoil limit with Doppler cooling in a magneto-optical traps MOT. In this paper we present a systematic study of the loading efficiency of such a MOT. Comparing the experimental results to a simple model allows us to discuss the actual limitation of our apparatus. We also study in detail the final MOT regime emphasizing the role of gravity on the position, size and temperature along the vertical and horizontal directions. At large laser detuning, one finds an unusual situation where cooling and trapping occur in the presence of a high bias magnetic field.","117"
"We study the relationship between transfinite diameter, Chebyshev constant and Wiener energy in the abstract linear potential analytic setting pioneered by Choquet, Fuglede and Ohtsuka. It turns out that, whenever the potential theoretic kernel has the maximum principle, then all these quantities are equal for all compact sets. For continuous kernels even the converse statement is true: if the Chebyshev constant of any compact set coincides with its transfinite diameter, the kernel must satisfy the maximum principle. An abundance of examples is provided to show the sharpness of the results.","100"
"The low energy spectra of some gamma-ray bursts' show excess components beside the power-law dependence. The consequences of such a feature allows to estimate the gamma photometric redshift of the long gamma-ray bursts in the BATSE Catalog. There is good correlation between the measured optical and the estimated gamma photometric redshifts. The estimated redshift values for the long bright gamma-ray bursts are up to z4, while for the the faint long bursts - which should be up to z20 - the redshifts cannot be determined unambiguously with this method. The redshift distribution of all the gamma-ray bursts with known optical redshift agrees quite well with the BATSE based gamma photometric redshift distribution.","120"
"A narrow elliptic ring containing an electron threaded by a magnetic field B is studied. When the ring is highly flattened, the increase of B would lead to a big energy gap between the ground and excited states, and therefore lead to a strong emission of dipole photons. The photon frequency can be tuned in a wide range by changing B andor the shape of the ellipse. The particle density is found to oscillate from a pattern of distribution to another pattern back and forth against B. This is a new kind of Aharonov-Bohm oscillation originating from symmetry breaking and is different from the usual oscillation of persistent current.","116"
"Extrasolar planetary systems range from hot Jupiters out to icy comet belts more distant than Pluto. We explain this diversity in a model where the mass of solids in the primordial circumstellar disk dictates the outcome. The star retains measures of the initial heavy-element metal abundance that can be used to map solid masses onto outcomes, and the frequencies of all classes are correctly predicted. The differing dependences on metallicity for forming massive planets and low-mass cometary bodies are also explained. By extrapolation, around two-thirds of stars have enough solids to form Earth-like planets, and a high rate is supported by the first detections of low-mass exo-planets.","115"
"Our universe is observed to be accelerating due to the dominant dark energy with negative pressure. The dark energy equation of state w holds a key to understanding the ultimate fate of the universe. The cosmic voids behave like bubbles in the universe so that their shapes must be quite sensitive to the background cosmology. Assuming a flat universe and using the priors on the matter density parameter Omega_m and the dimensionless Hubble parameter h, we demonstrate analytically that the ellipticity evolution of cosmic voids may be a sensitive probe of the dark energy equation of state. We also discuss the parameter degeneracy between w and Omega_m.","113"
"In the gauge-Higgs unification scenario the 4D Higgs field is identified with the zero mode of the extra-dimensional component of gauge potentials. The mass of the Higgs particle in the unification in the Randall-Sundrum warped spacetime is predicted to be in the range 100 GeV - 300 GeV. The WWZ gauge couplings remains almost universal as in the standard model, but substantial deviation results for the Higgs couplings. The WWH and ZZH couplings are suppressed by a factor cos theta_H from the values in the standard model, where theta_H is the Yang-Mills AB phase along the fifth dimension. These can be tested at LHC and ILC.","113"
"Since its launch in 1999, the Far Ultraviolet Spectroscopic Explorer FUSE has made over 4600 observations of some 2500 individual targets. The data are reduced by the Principal Investigator team at the Johns Hopkins University and archived at the Multimission Archive at Space Telescope MAST. The data-reduction software package, called CalFUSE, has evolved considerably over the lifetime of the mission. The entire FUSE data set has recently been reprocessed with CalFUSE v3.2, the latest version of this software. This paper describes CalFUSE v3.2, the instrument calibrations upon which it is based, and the format of the resulting calibrated data files.","111"
"Using a general analytical continuation scheme for cluster dynamical mean field calculations, we analyze real-frequency self-energies, momentum-resolved spectral functions, and one-particle excitations of the metallic and insulating phases of VO2. While for the former dynamical correlations and lifetime effects prevent a description in terms of quasi-particles, the excitations of the latter allow for an effective band-structure. We construct an orbital-dependent, but static one-particle potential that reproduces the full many-body spectrum. Yet, the ground state is well beyond a static one-particle description. The emerging picture gives a non-trivial answer to the decade-old question of the nature of the insulator, which we characterize as a many-body Peierls'' state.","119"
"A parametric study of so-called ""super growth"" of single-walled carbon nanotubesSWNTs was done by using combinatorial libraries of ironaluminum oxide catalysts. Millimeter-thick forests of nanotubes grew within 10 min, and those grown by using catalysts with a thin Fe layer about 0.5 nm were SWNTs. Although nanotube forests grew under a wide range of reaction conditions such as gas composition and temperature, the window for SWNT was narrow. Fe catalysts rapidly grew nanotubes only when supported on aluminum oxide. Aluminum oxide, which is a well-known catalyst in hydrocarbon reforming, plays an essential role in enhancing the nanotube growth rates.","110"
"The energy spectra of neutrons, protons, and alpha-particles have been measured from the d59Co and 3He58Fe reactions leading to the same compound nucleus, 61Ni. The experimental cross sections have been compared to Hauser-Feshbach model calculations using different input level density models. None of them have been found to agree with experiment. It manifests the serious problem with available level density parameterizations especially those based on neutron resonance spacings and density of discrete levels. New level densities and corresponding Fermi-gas parameters have been obtained for reaction product nuclei such as 60Ni,60Co, and 57Fe.","101"
"Three-body decays of resonant states are studied using integral formulae for decay widths. Theoretical approach with a simplified Hamiltonian allows semianalytical treatment of the problem. The model is applied to decays of the first excited 32- state of 17Ne and the 32- ground state of 45Fe. The convergence of three-body hyperspherical model calculations to the exact result for widths and energy distributions are studied. The theoretical results for 17Ne and 45Fe decays are updated and uncertainties of the derived values are discussed in detail. Correlations for the decay of 17Ne 32- state are also studied.","101"
"We investigate the approach to stable and metastable equilibrium in Ising models using a cluster representation. The distribution of nucleation times is determined using the Metropolis algorithm and the corresponding phi4 model using Langevin dynamics. We find that the nucleation rate is suppressed at early times even after global variables such as the magnetization and energy have apparently reached their time independent values. The mean number of clusters whose size is comparable to the size of the nucleating droplet becomes time independent at about the same time that the nucleation rate reaches its constant value. We also find subtle structural differences between the nucleating droplets formed before and after apparent metastable equilibrium has been established.","120"
"The study of problems of the calculus of variations with compositions is a quite recent subject with origin in dynamical systems governed by chaotic maps. Available results are reduced to a generalized Euler-Lagrange equation that contains a new term involving inverse images of the minimizing trajectories. In this work we prove a generalization of the necessary optimality condition of DuBois-Reymond for variational problems with compositions. With the help of the new obtained condition, a Noether-type theorem is proved. An application of our main result is given to a problem appearing in the chaotic setting when one consider maps that are ergodic.","107"
"We describe how to recover the quantum numbers of extremal black holes from their near horizon geometries. This is achieved by constructing the gravitational Noether-Wald charges which can be used for non-extremal black holes as well. These charges are shown to be equivalent to the U1 charges of appropriately dimensionally reduced solutions. Explicit derivations are provided for 10 dimensional type IIB supergravity and 5 dimensional minimal gauged supergravity, with illustrative examples for various black hole solutions. We also discuss how to derive the thermodynamic quantities and their relations explicitly in the extremal limit, from the point of view of the near-horizon geometry. We relate our results to the entropy function formalism.","119"
"In this paper, we give out some effective criterions which can be used to judge the separability of multipartite pure states. We obtain the relationship between separability and Schmidt decomposable of multipartite pure states in Theorem1. The first criterion derived from Theorem2 dose not need the Schmidt decomposition which is hard to find for multipartite states. Theorem3 is more profound which can be used to deduce Corollary1 which is one of the main results in 1. Finally, we give out an algorithm which can be used to judge the separability of multipartite pure states effectively.","102"
"We present results on two-particle angular correlations in proton-proton collisions at center of mass energies of 200 and 410 GeV. The PHOBOS experiment at the Relativistic Heavy Ion Collider has a uniquely large coverage for charged particles, giving the opportunity to explore the correlations at both short- and long-range scales. At both energies, a complex two-dimensional correlation structure in Delta eta and Delta phi is observed. In the context of an independent cluster model of short-range correlations, the cluster size and its decay width are extracted from the two-particle pseudorapidity correlation function and compared with previous measurements in proton-proton and proton-antiproton collisions, as well as PYTHIA and HIJING predictions.","117"
"In this paper, we present the necessary and sufficient conditions of separability for bipartite pure states in infinite dimensional Hilbert spaces. Let M be the matrix of the amplitudes of ketpsi, we prove M is a compact operator. We also prove ketpsi is separable if and only if M is a bounded linear operator with rank 1, that is the image of M is a one dimensional Hilbert space. So we have related the separability for bipartite pure states in infinite dimensional Hilbert spaces to an important class of bounded linear operators in Functional analysis which has many interesting properties.","107"
